English,Japanese,context
internalised,	含意,I internalised the report.
internalises,	影響,We found several internalises.
internalising,課す,They are internalising the results.
internalize,	課せ られた,Try to use the word 'internalize' in a short sentence.
internalized,	課す,I internalized the report.
internalizes,	堂堂,We found several internalizes.
internalizing,	課税,They are internalizing the results.
internally,統合,Try to use the word 'internally' in a short sentence.
investigate,	統合,Try to use the word 'investigate' in a short sentence.
investigated,	統合,I investigated the report.
investigates,	統合,We found several investigates.
investigating,	統合,They are investigating the results.
investigation,国内,Try to use the word 'investigation' in a short sentence.
investigations,	社内,We found several investigations.
investigative,	内面化,Try to use the word 'investigative' in a short sentence.
investigator,	社内,She is an investigator.
investigators,	内面化,We found several investigators.
job,	内面化する,Try to use the word 'job' in a short sentence.
jobs,	内面,We found several jobs.
label,	内面化,Try to use the word 'label' in a short sentence.
labeled,	内在化,I labeled the report.
labeling,	内部的,They are labeling the results.
labelled,調べる,I labelled the report.
labelling,	調査,They are labelling the results.
labels,	調査,We found several labels.
mechanism,	偵知,Try to use the word 'mechanism' in a short sentence.
mechanisms,	究明,We found several mechanisms.
obvious,	調査,We found several obvious.
obviously,	調査,Try to use the word 'obviously' in a short sentence.
occupy,	探偵,Try to use the word 'occupy' in a short sentence.
occupancy,	調査 官,Try to use the word 'occupancy' in a short sentence.
occupant,仕事,Try to use the word 'occupant' in a short sentence.
occupants,	ジョブ,We found several occupants.
occupation,ラベル,Try to use the word 'occupation' in a short sentence.
occupational,	ラベル,Try to use the word 'occupational' in a short sentence.
occupations,	ラベリング,We found several occupations.
occupied,	ラベル,I occupied the report.
occupier,	ラベリング,She is an occupier.
occupiers,	ラベル,We found several occupiers.
occupies,機構,We found several occupies.
occupying,	メカニズム,They are occupying the results.
option,一目瞭然,Try to use the word 'option' in a short sentence.
optional,	明らかに,Try to use the word 'optional' in a short sentence.
options,占める,We found several options.
output,	駐屯,Try to use the word 'output' in a short sentence.
outputs,	乗員,We found several outputs.
overall,	乗員,Try to use the word 'overall' in a short sentence.
parallel,	職業,Try to use the word 'parallel' in a short sentence.
paralleled,	労働,I paralleled the report.
parallelled,	職業,I parallelled the report.
parallelling,	忙しい,They are parallelling the results.
parallels,	占有者,We found several parallels.
unparalleled,	占領,I unparalleled the report.
parameter,	占める,She is an parameter.
parameters,	占領,We found several parameters.
phase,オプション,Try to use the word 'phase' in a short sentence.
phased,	随意,I phased the report.
phases,	オプション,We found several phases.
phasing,アウトプット,They are phasing the results.
predict,	出力,It's hard to predict the outcome.
predictability,全,Try to use the word 'predictability' in a short sentence.
predictable,並列,Try to use the word 'predictable' in a short sentence.
predictably,	比類,Try to use the word 'predictably' in a short sentence.
predicted,	パラレル,I predicted the report.
predicting,	パラレルリング,They are predicting the results.
prediction,	平行線,Try to use the word 'prediction' in a short sentence.
predictions,	無双,We found several predictions.
predicts,パラメーター,We found several predicts.
unpredictability,	パラメーター,Try to use the word 'unpredictability' in a short sentence.
unpredictable,位相,Try to use the word 'unpredictable' in a short sentence.
principal,	フェイズド,Try to use the word 'principal' in a short sentence.
principally,	フェーズ,Try to use the word 'principally' in a short sentence.
prior,	位相,She is an prior.
professional,予言する,Try to use the word 'professional' in a short sentence.
professionally,	予測,Try to use the word 'professionally' in a short sentence.
professionals,	予測できる,We found several professionals.
professionalism,	予想 通り,Try to use the word 'professionalism' in a short sentence.
project,	予測,Try to use the word 'project' in a short sentence.
projected,	予測,I projected the report.
projecting,	予測,They are projecting the results.
projection,	予測,Try to use the word 'projection' in a short sentence.
projections,	予測,We found several projections.
projects,	予測,We found several projects.
promote,	予測できない,Try to use the word 'promote' in a short sentence.
promoted,校長,I promoted the report.
promoter,	主,She is an promoter.
promoters,事前,We found several promoters.
promotes,プロ,We found several promotes.
promoting,	プロ,They are promoting the results.
promotion,	専門家,Try to use the word 'promotion' in a short sentence.
promotions,	プロ 意識,We found several promotions.
regime,プロジェクト,Try to use the word 'regime' in a short sentence.
regimes,	投影,We found several regimes.
resolve,	突き出た,Try to use the word 'resolve' in a short sentence.
resolution,	投射,Try to use the word 'resolution' in a short sentence.
resolved,	予測,I resolved the report.
resolves,	プロジェクト,We found several resolves.
resolving,進める,They are resolving the results.
unresolved,	昇格,I unresolved the report.
retain,	プロモーター,Try to use the word 'retain' in a short sentence.
retained,	プロモーター,I retained the report.
retaining,	促進,They are retaining the results.
retainer,	推進,She is an retainer.
retainers,	振興,We found several retainers.
retains,	プロモーション,We found several retains.
retention,ちせい,Try to use the word 'retention' in a short sentence.
retentive,	体制,Try to use the word 'retentive' in a short sentence.
series,解決する,We found several series.
statistic,	解決,Try to use the word 'statistic' in a short sentence.
statistician,	解決,Try to use the word 'statistician' in a short sentence.
statisticians,	解決,We found several statisticians.
statistical,	解決,Try to use the word 'statistical' in a short sentence.
statistically,	未解決,Try to use the word 'statistically' in a short sentence.
statistics,保つ,We found several statistics.
status,	保持,We found several status.
stress,	保持,Try to use the word 'stress' in a short sentence.
stressed,	家来,I stressed the report.
stresses,	家臣,We found several stresses.
stressful,	保持,Try to use the word 'stressful' in a short sentence.
stressing,	保持,They are stressing the results.
unstressed,	保持,I unstressed the report.
subsequent,級数,Try to use the word 'subsequent' in a short sentence.
subsequently,統計,Try to use the word 'subsequently' in a short sentence.
sum,	統計学者,Try to use the word 'sum' in a short sentence.
summation,	統計,Try to use the word 'summation' in a short sentence.
